ano,avaliacao,nome,rank
2017,6.61,Sunrise City,2928
2017,6.69,Neuroshima: Convoy,2929
2017,7.04,Herbaceous Sprouts,2930
2017,6.62,Scarabya,2931
2017,7.00,Voodoo Prince,2932
2017,7.28,Apex Theropod Deck-Building Game,2933
2017,7.79,Messina 1347,2934
2017,7.66,The Korean War June 1950-May 1951,2935
2017,7.52,Tinners' Trail,2936
2017,7.19,Jekyll vs. Hyde,2937
2017,6.80,Asgard,2938
2017,7.03,Dragoon,2939
2017,7.30,2nd Fleet: Modern Naval Combat in the North Atlantic,2940
2017,6.99,Hues and Cues,2941
2017,6.34,Khronos,2942
2017,7.14,Kabuto Sumo,2943
2017,6.99,Trekking the National Parks,2944
2017,7.52,Enchanters: Overlords,2945
2017,8.62,Rangers of Shadow Deep,2946
2017,6.45,El Caballero,2947
2017,6.72,Spirits of the Rice Paddy,2948
2017,7.20,Godspeed,2949
2017,7.29,Hold the Line,2950
2017,6.76,Rapa Nui,2951
2017,6.97,Beez,2952
2017,7.05,The Mind Extreme,2953
2017,7.29,Hand of Fate: Ordeals,2954
2017,7.11,Pixel Tactics 3,2955
2017,7.30,TRAILS,2956
2017,7.04,Axis & Allies: War at Sea,2957
2017,6.36,Polarity,2958
2017,6.37,Rolling America,2959
2017,6.33,Dead Last,2960
2017,6.88,Bad Bones,2961
2017,6.22,Rat-a-Tat Cat,2962
2017,7.01,Rome & Roll,2963
2017,7.27,Xi'an,2964
2017,7.24,Tiefe Taschen,2965
2017,7.49,Tanto Cuore: Expanding the House,2966
2017,7.61,Pax Emancipation,2967
2017,6.48,Spinderella,2968
2017,7.81,Legendary: A James Bond Deck Building Game,2969
2017,7.11,Ticket to Ride: Amsterdam,2970
2017,6.32,Council of Verona,2971
2017,6.41,Wicked Witches Way,2972
2017,7.36,Pixel Tactics Deluxe,2973
2017,6.96,Papà Paolo,2974
2017,7.07,Word Domination,2975
2017,6.37,The Witcher Adventure Game,2976
2017,6.19,Ligretto,2977
2017,6.42,Entdecker,2978
2017,6.69,Railways of the World: The Card Game,2979
2017,8.10,Caesar: Rome vs. Gaul,2980
2017,6.31,Ugg-Tect,2981
2017,6.56,Deckscape: The Mystery of Eldorado,2982
2017,7.12,Guildhall Fantasy: Fellowship,2983
2017,7.35,Sabotage,2984
2017,8.08,KeyForge: Mass Mutation,2985
2017,7.46,SCOUT,2986
2017,6.73,Bargain Hunter,2987
2017,6.90,Unpublished Prototype,2988
2017,7.20,Solarius Mission,2989
2017,6.59,Richelieu,2990
2017,7.93,Cave Evil,2991
2017,7.63,The Caucasus Campaign,2992
2017,7.58,Tournament at Avalon,2993
2017,6.32,Tantrix,2994
2017,6.97,Amul,2995
2017,7.03,War of 1812,2996
2017,6.67,Courtier,2997
2017,6.35,Excape,2998
2017,7.34,Kick-Ass: The Board Game,2999
2017,6.76,PAX,3000
2002,6.60,Fische Fluppen Frikadellen,3001
2002,7.52,Codex: Card-Time Strategy – Core Set,3002
2002,6.24,Magic: The Gathering – Arena of the Planeswalkers,3003
2002,6.69,Eggs and Empires,3004
2002,8.07,Glorantha: The Gods War,3005
2002,6.49,Uchronia,3006
2002,7.78,Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,3007
2002,7.15,Escape Room in a Box: The Werewolf Experiment,3008
2002,6.66,Castle Dice,3009
2002,6.71,Risk: Game of Thrones,3010
2002,7.48,Phantom Leader,3011
2002,6.44,Dust,3012
2002,8.51,"Stalingrad '42: Southern Russia, June-December, 1942",3013
2002,7.10,Rockwell,3014
2002,6.80,Small Islands,3015
2002,6.57,Homeland: The Game,3016
2002,6.82,Indulgence,3017
2002,8.02,X-ODUS: Rise of the Corruption,3018
2002,6.43,Catan Histories: Struggle for Rome,3019
2002,6.65,13 Clues,3020
2002,7.05,Starship Samurai,3021
2002,7.51,Star Fleet Battles: Captain's Edition Basic Set,3022
2002,6.43,Lost Legends,3023
2002,8.33,Riichi Mahjong,3024
2002,6.67,Apotheca,3025
2002,8.05,Spire's End,3026
2002,6.96,Welcome to Centerville,3027
2002,6.25,Toledo,3028
2002,7.12,Caesar: Epic Battle of Alesia,3029
2002,7.69,Railways of Nippon,3030
2002,6.82,Magnastorm,3031
2002,6.99,Bumúntú,3032
2002,6.59,Trick of the Rails,3033
2002,6.85,Flash Duel: Second Edition,3034
2002,6.70,Simurgh,3035
2002,7.01,On the Origin of Species,3036
2002,6.95,Team Play,3037
2002,6.68,Overseers,3038
2002,7.10,Concept Kids: Animals,3039
2002,6.97,Was sticht?,3040
2002,6.41,Shipwrights of the North Sea,3041
2002,7.25,Travel Carcassonne,3042
2002,7.46,Mistfall: Heart of the Mists,3043
2002,6.32,Escape from the Hidden Castle,3044
2002,6.96,Quebec 1759,3045
2002,6.67,Traditional Card Games,3046
2002,7.76,Taluva Deluxe,3047
2002,7.37,SPQR,3048
2002,7.23,Flotilla,3049
2002,6.92,Lanterns Dice: Lights in the Sky,3050
2002,7.55,Hordes,3051
2002,6.83,Heartland,3052
2002,6.58,The Mines of Zavandor,3053
2002,7.27,Fiesta de los Muertos,3054
2002,6.58,Midgard,3055
2002,6.34,Rent a Hero,3056
2002,6.27,Battleball,3057
2002,6.73,Mystery Rummy: Murders in the Rue Morgue,3058
2002,7.04,Survive: Space Attack!,3059
2002,7.25,Rescue Polar Bears: Data & Temperature,3060
2002,7.01,TEAM3 PINK,3061
2002,6.80,Rolling Freight,3062
2002,7.49,Perdition's Mouth: Abyssal Rift,3063
2002,7.05,Half Truth,3064
2002,6.40,Ice Flow,3065
2002,7.08,Firefly Adventures: Brigands and Browncoats,3066
2002,6.89,Quartz,3067
2002,7.58,18EU,3068
2002,6.43,Augsburg 1520,3069
2002,6.41,Grimoire,3070
2002,6.54,Slide 5,3071
2002,7.06,Time's Up! Family,3072
2002,6.53,Starship Troopers,3073
2002,6.94,Dark Souls: The Card Game,3074
2002,8.36,Great War Commander,3075
2002,6.83,Funkoverse Strategy Game: Harry Potter 100,3076
2002,7.50,Resident Evil 2: The Board Game,3077
2002,6.81,Dungeons & Dragons Basic Game,3078
2002,7.26,Time's Up! Academy,3079
2002,6.42,Dos Rios,3080
2002,6.26,Cheaty Mages!,3081
2002,6.22,Tongiaki: Journey into the Unknown,3082
2002,7.62,Sakura Arms,3083
2002,7.85,Valor & Villainy: Minions of Mordak,3084
2002,6.61,Opera,3085
2002,6.87,Keltis: Das Orakel,3086
2002,7.27,1906 San Francisco,3087
2002,7.56,Formosa Tea,3088
2002,6.50,Dragon's Hoard,3089
2002,8.30,Marvel United: X-Men,3090
2002,7.16,Battle for Germany,3091
2002,7.57,Asia Engulfed,3092
2002,6.49,If Wishes Were Fishes!,3093
2002,7.17,Navia Dratp,3094
2002,6.47,Madame Ching,3095
2002,6.92,Way of the Panda,3096
2002,6.66,Wise and Otherwise,3097
2002,8.29,Advanced Squad Leader: Starter Kit Expansion Pack #1,3098
2002,7.28,Tsukiji,3099
2002,6.22,Nuclear War,3100
2020,7.66,Top Ten,3101
2020,7.04,Legendary: Big Trouble in Little China,3102
2020,6.94,Fresh Fish,3103
2020,7.15,Summit: The Board Game,3104
2020,6.44,Keltis: Der Weg der Steine Mitbringspiel,3105
2020,7.17,Small Star Empires,3106
2020,6.36,Good & Bad Ghosts,3107
2020,6.80,Conquest of the Fallen Lands,3108
2020,6.32,The Bucket King,3109
2020,7.39,Yggdrasil Chronicles,3110
2020,6.29,Wacky Wacky West,3111
2020,8.34,BattleCON: Trials of Indines,3112
2020,6.44,Leaping Lemmings,3113
2020,6.87,Burger Up,3114
2020,7.12,Jenseits von Theben,3115
2020,6.32,Aqua Romana,3116
2020,6.94,Canterbury,3117
2020,7.55,Afrika: 2nd Edition,3118
2020,6.93,Wellington: The Peninsular War 1812-1814,3119
2020,6.52,Compatibility,3120
2020,6.85,New Dawn,3121
2020,6.73,Rocky Road à la Mode,3122
2020,6.27,Buccaneer,3123
2020,7.96,De Vulgari Eloquentia: Deluxe Edition,3124
2020,6.71,Kaleidos,3125
2020,6.41,Goldbräu,3126
2020,7.06,Tail Feathers,3127
2020,7.73,Detective Stories: Case 1 – The Fire in Adlerstein,3128
2020,7.76,Daimyo: Rebirth of the Empire,3129
2020,6.56,Histrio,3130
2020,6.15,Cockroach Salad,3131
2020,7.31,Breaking Away,3132
2020,7.20,Tavarua,3133
2020,7.80,Campaign Trail,3134
2020,7.44,Summer Camp,3135
2020,6.51,Noah,3136
2020,6.77,Micropul,3137
2020,6.80,Confucius,3138
2020,6.48,OctoDice,3139
2020,6.82,Bring Your Own Book,3140
2020,6.68,Municipium,3141
2020,6.71,Doodle Quest,3142
2020,6.79,Vs System,3143
2020,6.15,Tally Ho!,3144
2020,7.29,Lunarchitects,3145
2020,8.61,Stonewall Jackson's Way II: Battles of Bull Run,3146
2020,6.89,Order of the Gilded Compass,3147
2020,6.42,"13 Minutes: The Cuban Missile Crisis, 1962",3148
2020,6.29,Star Wars: Empire vs. Rebellion,3149
2020,7.04,Flourish,3150
2020,6.21,Munchkin Zombies,3151
2020,7.20,Among the Stars: Revival,3152
2020,6.65,London Dread,3153
2020,7.41,Dig Your Way Out,3154
2020,7.13,Donning the Purple,3155
2020,6.68,Impact: Battle of Elements,3156
2020,8.03,VektoRace,3157
2020,7.29,Mini Express,3158
2020,6.48,Munchkin Adventure Time,3159
2020,7.28,DC Comics Dice Masters: War of Light,3160
2020,7.34,Heroes of Tenefyr,3161
2020,7.16,Switch & Signal,3162
2020,6.42,Cities,3163
2020,7.75,Tunisia,3164
2020,6.81,Mogul,3165
2020,7.51,Battle Hymn,3166
2020,6.61,Micro Mutants: Evolution,3167
2020,6.32,Beowulf: The Movie Board Game,3168
2020,6.95,Attack on Titan: Deck-Building Game,3169
2020,6.05,Sequence,3170
2020,6.97,Funkoverse Strategy Game: DC Comics 100,3171
2020,6.43,Sharp Shooters,3172
2020,6.66,War of the Ring,3173
2020,6.53,Mai-Star,3174
2020,6.92,British Rails,3175
2020,6.92,Soviet Kitchen Unleashed,3176
2020,6.70,Triumvirate,3177
2020,7.25,Shamans,3178
2020,6.92,Colt Super Express,3179
2020,6.58,Clippers,3180
2020,7.07,Agility,3181
2020,7.03,Elfenroads,3182
2020,8.09,B-17 Flying Fortress Leader,3183
2020,7.29,Fire Tower,3184
2020,6.44,The Dragon & Flagon,3185
2020,7.10,The Siege of Jerusalem (Third Edition),3186
2020,7.16,Cursed Court,3187
2020,6.62,Meeple War,3188
2020,7.40,Wind the Film!,3189
2020,6.26,Deckscape: The Fate of London,3190
2020,8.42,War Room,3191
2020,7.32,Marvel Dice Masters: Civil War,3192
2020,6.29,Battle Masters,3193
2020,7.13,Vengeance,3194
2020,6.30,Pylos,3195
2020,7.57,Dungeons & Dragons Dice Masters: Faerûn Under Siege,3196
2020,6.52,Posthuman,3197
2020,7.17,The Cousins' War,3198
2020,6.73,"Win, Place & Show",3199
2020,7.33,Rumble Nation,3200
2016,7.23,Quartermaster General: Victory or Death – The Peloponnesian War,3201
2016,7.64,"Warhammer 40,000 (Eighth Edition)",3202
2016,6.50,Rattlebones,3203
2016,6.35,DOG,3204
2016,7.73,France '40,3205
2016,7.25,Lobotomy,3206
2016,6.59,Court of the Medici,3207
2016,7.82,Close Action: The Age of Fighting Sail Vol. 1,3208
2016,6.89,Utopia Engine,3209
2016,6.27,Risk: Godstorm,3210
2016,6.69,Speculation,3211
2016,7.77,Song of Blades and Heroes: Revised Edition,3212
2016,6.70,The Island of El Dorado,3213
2016,6.92,Hats,3214
2016,7.27,Ace of Aces: Powerhouse Series,3215
2016,8.04,Monikers: Shmonikers,3216
2016,7.01,Bristol 1350,3217
2016,6.41,Cosmic Encounter,3218
2016,7.00,Subatomic: An Atom Building Game,3219
2016,6.66,Santo Domingo,3220
2016,8.02,Shadows of Kilforth: A Fantasy Quest Game,3221
2016,6.34,Yardmaster,3222
2016,7.70,Margraves of Valeria,3223
2016,6.62,Sewer Pirats,3224
2016,6.27,Bombay,3225
2016,7.06,Captains of Industry,3226
2016,6.78,Rolling Ranch,3227
2016,7.52,Night of the Living Dead: A Zombicide Game,3228
2016,6.53,Articulate!,3229
2016,6.83,Unlock!: Exotic Adventures – Night of the Boogeymen,3230
2016,6.84,Catan Geographies: Germany,3231
2016,6.47,Ponte del Diavolo,3232
2016,6.42,Il Principe,3233
2016,6.81,Realm of Sand,3234
2016,6.57,Maharani,3235
2016,6.36,Nautilus,3236
2016,7.30,Schotten Totten 2,3237
2016,6.36,Eketorp,3238
2016,7.49,Andor: The Family Fantasy Game,3239
2016,6.38,Andromeda,3240
2016,6.35,Bamboleo,3241
2016,8.32,Axis Empires: Totaler Krieg!,3242
2016,7.28,Ecosystem,3243
2016,7.20,Liberty: The American Revolution 1775-83,3244
2016,8.17,Welcome to the Moon,3245
2016,6.58,Nuclear Escalation,3246
2016,6.46,Fireball Island,3247
2016,6.51,Ur,3248
2016,6.70,Raids,3249
2016,6.67,Codenames: Harry Potter,3250
2016,7.09,Crystallo,3251
2016,6.77,Hanafuda,3252
2016,7.49,Hearts and Minds: Vietnam 1965-1975,3253
2016,6.19,Great Wall of China,3254
2016,6.68,Arraial,3255
2016,7.69,Specter Ops: Broken Covenant,3256
2016,7.55,Golem,3257
2016,6.87,Cry Havoc,3258
2016,7.30,Melee,3259
2016,6.28,Seven Dragons,3260
2016,6.08,Family Business,3261
2016,7.08,India Rails,3262
2016,6.81,Tarot,3263
2016,7.16,The Red Dragon Inn: Battle for Greyport,3264
2016,7.77,Bitoku,3265
2016,6.23,Mint Delivery,3266
2016,6.82,Tribes: Dawn of Humanity,3267
2016,7.48,Tanto Cuore: Romantic Vacation,3268
2016,7.12,Solar Storm,3269
2016,7.18,Dungeons & Dragons: Attack Wing,3270
2016,6.50,Magical Athlete,3271
2016,6.78,Proving Grounds,3272
2016,7.51,Malifaux,3273
2016,6.69,Havoc: The Hundred Years War,3274
2016,6.80,Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire,3275
2016,6.94,Zero!,3276
2016,6.44,Penguin Party,3277
2016,6.51,City Tycoon,3278
2016,6.35,Emerald,3279
2016,6.12,Star Munchkin,3280
2016,6.41,Marrying Mr. Darcy,3281
2016,6.46,Luchador! Mexican Wrestling Dice,3282
2016,7.68,Kingdom Defenders,3283
2016,6.47,10 Minute Heist: The Wizard's Tower,3284
2016,6.60,Early American Chrononauts,3285
2016,7.35,Full Thrust,3286
2016,7.15,Harry Potter: Death Eaters Rising,3287
2016,7.04,Scorpius Freighter,3288
2016,7.82,Shadow Kingdoms of Valeria,3289
2016,6.19,Illuminati,3290
2016,6.61,Key Largo,3291
2016,7.54,Mini Mölkky,3292
2016,8.10,Korea: The Forgotten War,3293
2016,6.29,11 nimmt!,3294
2016,6.32,Alcatraz: The Scapegoat,3295
2016,6.19,Hellas,3296
2016,7.06,Metallum,3297
2016,6.41,Pocket Battles: Celts vs. Romans,3298
2016,6.92,Tuki,3299
2016,7.21,Ruhrschifffahrt 1769-1890,3300
2019,6.71,Jetpack Joyride,3301
2019,6.26,Evolution: The Origin of Species,3302
2019,7.80,Castle Itter,3303
2019,6.66,City of Gears,3304
2019,6.31,Fast Forward: FORTRESS,3305
2019,7.87,Burma: The Campaign in Northern Burma,3306
2019,7.63,Dungeons & Dragons Starter Set,3307
2019,6.57,Rory's Story Cubes: Voyages,3308
2019,6.15,Struggle for Catan,3309
2019,6.35,Legendary Inventors,3310
2019,6.36,Blackbeard,3311
2019,6.50,Dinosaur Tea Party,3312
2019,8.10,Zombicide: Dark Side,3313
2019,7.70,Canopy,3314
2019,6.79,X nimmt!,3315
2019,6.91,Advanced Third Reich,3316
2019,6.77,Tycoon,3317
2019,6.84,Unlock!: Exotic Adventures – Expedition: Challenger,3318
2019,6.55,Dungeons & Dragons Miniatures,3319
2019,7.29,Reds! The Russian Civil War 1918-1921,3320
2019,6.65,Pacific Typhoon,3321
2019,6.91,Kingdom of Solomon,3322
2019,6.40,Junta: Viva el Presidente!,3323
2019,8.38,Flesh and Blood,3324
2019,6.92,Tudor,3325
2019,6.77,The Faceless,3326
2019,7.93,The Battle for Normandy,3327
2019,6.32,Barbarossa,3328
2019,7.87,Horrified: American Monsters,3329
2019,6.58,Merchants,3330
2019,7.48,Demeter,3331
2019,7.58,2GM Tactics,3332
2019,6.52,Atlantis Rising,3333
2019,7.39,The Night Cage,3334
2019,6.18,Pirate Fluxx,3335
2019,7.27,Cosmic Colonies,3336
2019,8.56,Techno Bowl: Arcade Football Unplugged,3337
2019,7.21,Dungeon Raiders,3338
2019,6.84,America,3339
2019,6.53,War at Sea (Second Edition),3340
2019,7.46,Das Motorsportspiel,3341
2019,7.07,Demon Worker,3342
2019,7.27,Run Fight or Die: Reloaded,3343
2019,7.05,Rise of the Luftwaffe,3344
2019,6.66,Thunder Road,3345
2019,7.64,Here Come the Rebels,3346
2019,7.00,Cosmic Encounter Duel,3347
2019,6.66,Maskmen,3348
2019,6.94,Antics!,3349
2019,6.27,504,3350
2019,6.24,Auf Achse,3351
2019,6.48,Star Trek Deck Building Game: The Next Generation,3352
2019,6.73,Deadline,3353
2019,6.12,Roll For It!,3354
2019,7.34,Crimson Company,3355
2019,7.60,Toy Story: Obstacles & Adventures,3356
2019,6.50,Penny Press,3357
2019,6.40,The Game of 49,3358
2019,7.15,Kulami,3359
2019,7.92,Spheres of Influence: Struggle for Global Supremacy,3360
2019,7.24,High Treason: The Trial of Louis Riel,3361
2019,6.92,Counterfeiters,3362
2019,7.83,Ausonia,3363
2019,7.95,Saga,3364
2019,7.57,Smash Up: That '70s Expansion,3365
2019,6.40,5211,3366
2019,7.13,Whale Riders,3367
2019,7.24,Old West Empresario,3368
2019,7.59,Ascension: Gift of the Elements,3369
2019,7.43,Wonder Woman: Challenge of the Amazons,3370
2019,6.74,Pay Dirt,3371
2019,7.43,DC Comics Dice Masters: World's Finest,3372
2019,7.84,Glory: A Game of Knights,3373
2019,7.84,"Celles: The Ardennes, December 23-27, 1944",3374
2019,7.46,Gorinto,3375
2019,6.39,Monopoly Gamer,3376
2019,7.45,Vampire: The Masquerade – Heritage,3377
2019,7.41,The Mighty Endeavor,3378
2019,6.58,Scopa,3379
2019,8.05,Target for Today,3380
2019,6.74,Axis & Allies: Battle of the Bulge,3381
2019,6.83,Lectio,3382
2019,6.79,Cerberus,3383
2019,6.26,Nottingham,3384
2019,6.06,Monty Python Fluxx,3385
2019,6.33,Tomb,3386
2019,6.75,Cubist,3387
2019,6.04,Exploding Kittens,3388
2019,8.01,1841: Railways in Northern Italy,3389
2019,7.30,Scooby-Doo: Escape from the Haunted Mansion,3390
2019,7.96,HEXplore It: The Forests of Adrimon,3391
2019,7.24,Mystic Market,3392
2019,7.35,Tortuga 2199,3393
2019,7.30,Kings of Israel,3394
2019,6.54,Drakon (Fourth Edition),3395
2019,7.68,Icaion,3396
2019,6.74,Pax Britannica: The Colonial Era 1880 to the Great War,3397
2019,6.85,Iquazú,3398
2019,6.59,Gonzaga,3399
2019,7.57,Stonewall Jackson's Way,3400
2016,6.43,Last Friday,3401
2016,6.72,Jerusalem,3402
2016,7.58,Direwild,3403
2016,7.28,Electropolis,3404
2016,7.85,Necromunda: Underhive,3405
2016,6.55,Electronic Catch Phrase,3406
2016,6.98,Honga,3407
2016,6.45,Munchkin Apocalypse,3408
2016,6.16,Fist of Dragonstones,3409
2016,6.84,Catacombs & Castles,3410
2016,8.14,Battle Above the Clouds,3411
2016,6.85,Volldampf,3412
2016,7.24,Nightfall: The Coldest War,3413
2016,6.81,Escape Tales: Low Memory,3414
2016,6.93,Back to the Future: Dice Through Time,3415
2016,7.08,Hive Mind,3416
2016,6.88,"Thirty Years War: Europe in Agony, 1618-1648",3417
2016,6.69,Laser Chess,3418
2016,6.63,Sheep & Thief,3419
2016,7.06,Boomerang,3420
2016,7.39,Vampire: The Masquerade – Vendetta,3421
2016,6.96,Monster Expedition,3422
2016,7.43,1987 Channel Tunnel,3423
2016,6.30,Piraten kapern,3424
2016,6.34,Light Speed,3425
2016,6.45,North Wind,3426
2016,7.13,Town Builder: Coevorden,3427
2016,7.36,Stalingrad Pocket: The Wehrmacht's Greatest Disaster – 2nd Edition,3428
2016,6.99,Expancity,3429
2016,6.59,Nosferatu,3430
2016,6.27,Lucky Numbers,3431
2016,6.88,Nippon Rails,3432
2016,6.62,Mutant Meeples,3433
2016,6.41,"Goblins, Inc.",3434
2016,7.48,Remember Our Trip,3435
2016,6.60,Mystery of the Temples,3436
2016,6.40,Batavia,3437
2016,7.40,Carrier: The Southwest Pacific Campaign – 1942-1943,3438
2016,6.42,Valley of the Mammoths,3439
2016,6.92,Space Race: The Card Game,3440
2016,6.34,Talisman (Third Edition),3441
2016,6.88,Axis & Allies:  Guadalcanal,3442
2016,6.52,Formula Dé Mini,3443
2016,6.64,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,3444
2016,6.38,Canasta,3445
2016,6.66,Maka Bana,3446
2016,6.55,Magna Grecia,3447
2016,6.86,Call of Cthulhu: Collectible Card Game,3448
2016,6.75,Pluckin' Pairs,3449
2016,6.65,PIX,3450
2016,6.49,Cartagena 2. The Pirate's Nest,3451
2016,6.65,Mythos,3452
2016,7.71,Reichbusters: Projekt Vril,3453
2016,6.92,The Ruhr: A Story of Coal Trade,3454
2016,6.81,Nile DeLuxor,3455
2016,6.27,Cadwallon: City of Thieves,3456
2016,6.09,Wooly Wars,3457
2016,7.16,Queenz: To Bee or Not to Bee,3458
2016,6.24,Gaïa,3459
2016,7.28,Porto,3460
2016,6.03,Black Stories,3461
2016,6.93,Mechanica,3462
2016,7.54,Bargain Basement Bathysphere,3463
2016,8.16,Guderian's Blitzkrieg II,3464
2016,8.11,18OE: On the Rails of the Orient Express,3465
2016,7.31,Atheneum: Mystic Library,3466
2016,7.23,Warmaster,3467
2016,6.95,WeyKick,3468
2016,8.26,Case Blue,3469
2016,7.59,World at War: Blood and Bridges,3470
2016,8.21,Monikers: More Monikers,3471
2016,7.67,The Burning Blue,3472
2016,6.69,Origami,3473
2016,7.14,Mijnlieff,3474
2016,6.34,Asteroyds,3475
2016,6.92,Mental Blocks,3476
2016,6.13,Age of Mythology: The Boardgame,3477
2016,7.52,Winter Kingdom,3478
2016,6.54,Clubs,3479
2016,8.56,Conflict of Heroes: Storms of Steel – Kursk 1943 (Third Edition),3480
2016,6.21,Dracula,3481
2016,7.12,Stardew Valley: The Board Game,3482
2016,6.31,Bison: Thunder on the Prairie,3483
2016,6.37,Illuminati: New World Order,3484
2016,7.67,Kingdom of Heaven: The Crusader States 1097-1291,3485
2016,6.26,Ark,3486
2016,6.32,Rock the Beat,3487
2016,7.41,Biosphere,3488
2016,6.76,Kluster,3489
2016,7.64,Cleopatra and the Society of Architects: Deluxe Edition,3490
2016,5.99,Unbroken,3491
2016,6.83,Horizons,3492
2016,6.60,Trieste,3493
2016,6.57,Urland,3494
2016,6.53,Ultimate Werewolf: Inquisition,3495
2016,7.26,Corporate America,3496
2016,7.10,Seasons of Rice,3497
2016,7.04,Journal 29: Interactive Book Game,3498
2016,7.02,Unicornus Knights,3499
2016,6.99,Senators,3500
2012,6.54,Sheepland,3501
2012,7.33,Inhuman Conditions,3502
2012,7.15,TEN,3503
2012,6.90,Henchmania,3504
2012,6.71,Graenaland,3505
2012,7.34,Dust Tactics: Revised Core Set,3506
2012,6.31,Zombie in My Pocket,3507
2012,8.15,Iron Helm,3508
2012,6.41,Igel Ärgern,3509
2012,6.55,Who Did It?,3510
2012,6.44,Alhambra: The Card Game,3511
2012,6.91,The King's Abbey,3512
2012,6.50,Friese's Landlord,3513
2012,6.11,Dungeoneer: Tomb of the Lich Lord,3514
2012,6.87,The Lord of the Rings: The Two Towers Deck-Building Game,3515
2012,6.50,Article 27: The UN Security Council Game,3516
2012,6.33,Amazonas,3517
2012,6.51,Arena: For the Gods!,3518
2012,7.37,High Rise,3519
2012,6.48,Fortuna,3520
2012,6.50,"Warhammer 40,000 (Fourth Edition)",3521
2012,6.72,Empires of the Void,3522
2012,6.72,Starfighter,3523
2012,6.46,Hart an der Grenze,3524
2012,7.33,Don't Mess with Cthulhu Deluxe,3525
2012,7.09,Stay Cool,3526
2012,6.82,Cloud City,3527
2012,6.52,Axis & Allies Miniatures,3528
2012,7.36,"A Victory Denied: Crisis at Smolensk, July-September, 1941",3529
2012,7.26,Dice Miner,3530
2012,6.96,Granada,3531
2012,7.07,Lines of Action,3532
2012,8.01,[kosmopoli:t],3533
2012,6.47,Bomb Squad,3534
2012,6.38,Attribute,3535
2012,7.48,Exit: The Game + Puzzle – The Sacred Temple,3536
2012,6.63,Sentinel Tactics: The Flame of Freedom,3537
2012,7.13,Divine Right,3538
2012,6.70,Okko: Era of the Asagiri,3539
2012,7.55,Yokohama Duel,3540
2012,7.33,Secrets of the Lost Tomb,3541
2012,7.95,La Bataille des Quatre Bras,3542
2012,6.20,Infinite City,3543
2012,7.59,Triumph of Chaos,3544
2012,7.15,Scrawl,3545
2012,6.89,Battle For Souls,3546
2012,6.96,Franchise,3547
2012,6.96,Crusader Kings,3548
2012,6.08,Quiddler,3549
2012,6.82,Elements,3550
2012,6.60,Kaosball: The Fantasy Sport of Total Domination,3551
2012,6.15,Elk Fest,3552
2012,8.19,Brotherhood & Unity,3553
2012,6.86,Escape from 100 Million B.C.,3554
2012,7.39,Bastogne: Screaming Eagles Under Siege 18-27 Dec' 44,3555
2012,7.19,Tahuantinsuyu,3556
2012,7.74,Roads to Gettysburg,3557
2012,7.26,Call to Adventure: The Stormlight Archive,3558
2012,6.70,Uruk: Wiege der Zivilisation,3559
2012,8.09,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",3560
2012,7.05,Successors (First/Second Edition),3561
2012,6.23,Unspeakable Words,3562
2012,7.57,Darwin's Choice,3563
2012,8.14,Next War: Korea,3564
2012,6.84,Twin It!,3565
2012,6.47,Stellar Conflict,3566
2012,7.08,"Soviet Dawn: The Russian Civil War, 1918-1921",3567
2012,7.28,ALIEN: Fate of the Nostromo,3568
2012,6.98,Richard the Lionheart,3569
2012,8.32,"DAK2: The Campaign in North Africa, 1940-1942",3570
2012,6.81,Ristorante Italia,3571
2012,6.35,Lascaux,3572
2012,7.17,Ninety-Nine,3573
2012,6.51,1776: The Game of the American Revolutionary War,3574
2012,6.51,Versailles,3575
2012,6.45,Tyros,3576
2012,6.95,Tin Goose,3577
2012,6.84,Barbarossa,3578
2012,6.58,Aeroplanes: Aviation Ascendant,3579
2012,6.26,The Agents,3580
2012,8.81,Roads to Gettysburg II: Lee Strikes North,3581
2012,6.98,Captains of the Gulf,3582
2012,7.57,Exit: The Game – The Gate Between Worlds,3583
2012,7.68,Seize the Bean,3584
2012,6.71,Reworld,3585
2012,6.46,Big Points,3586
2012,7.60,Homeworlds,3587
2012,7.68,Under the Lily Banners,3588
2012,6.10,Cthulhu Fluxx,3589
2012,6.71,Hex,3590
2012,6.87,Men of Iron,3591
2012,6.30,Gin Rummy,3592
2012,6.12,WarCraft: The Board Game,3593
2012,6.67,Siam,3594
2012,6.29,Province,3595
2012,7.02,Black Vienna,3596
2012,6.35,Bubblee Pop,3597
2012,6.83,Unlock!: Escape Adventures – Fifth Avenue,3598
2012,6.30,The Stars Are Right,3599
2012,6.35,Gloria Picktoria,3600
2017,8.01,Enemy Coast Ahead: The Doolittle Raid,3601
2017,7.74,Stonewall in the Valley,3602
2017,6.52,Martians: A Story of Civilization,3603
2017,6.76,Lost Valley: The Yukon Goldrush 1896,3604
2017,7.90,Endless Winter: Paleoamericans,3605
2017,6.17,Candamir: The First Settlers,3606
2017,6.98,Junk Orbit,3607
2017,6.58,Die Kutschfahrt zur Teufelsburg,3608
